i,j,ckt_id
1578,510431,1
1579,510419,1
1580,10191,1
1580,10191,A
1580,509775,1
1580,509782,1
1580,509782,_T
1580,509814,1
1582,509815,1
1583,511495,1
1585,10215,RF
1586,511425,1
1587,509857,1
1587,509858,1
1588,510903,1
1589,509842,1
1591,509826,1
1592,509826,2
1593,511545,1
1597,510391,1
1599,510401,1
1600,509827,1
1600,509829,1
1600,509830,A
1601,510396,1
1602,511488,1
1603,1602,1
1603,511512,1
1604,510366,A
1604,510419,1
1605,510423,1
1608,1593,1
1609,1613,1
1609,510901,1
1609,510911,1
1609,510911,3
1609,510918,1
1610,521086,1
1611,510383,1
1613,1612,3
1613,510866,2
1615,10198,1
1617,508361,1
1618,1642,A
1619,506929,1
1619,506980,1
1621,1622,1
1621,1623,1
1621,1624,T3
1621,506748,1
1626,507461,1
1626,510890,1
1627,508803,1
1627,508813,1
1627,508817,1
1628,1618,1
1629,508546,1
1629,508558,1
1629,509079,1
1630,508541,1
1630,508551,1
1631,508572,1
1632,507738,1
1633,507452,1
1634,508072,1
1634,508072,38
1635,508305,1
1635,508310,1
1635,508310,TH
1635,508311,1
1636,507734,1
1637,508053,1
1638,508804,1
1639,507755,1
1639,507755,69
1640,506936,1
1640,506967,1
1642,509058,A
1643,508290,1
1643,508315,1
1645,343003,T1
1645,343003,T2
1646,343522,1
1646,343524,1
1647,343501,1
1647,343502,1
1647,343528,1
1647,343543,1
1648,343548,1
1649,343506,1
1649,343520,1
1649,343538,1
1651,343530,1
1653,343517,1
1653,343530,1
1656,265254,1
1656,265254,2
1664,264545,1
1664,264801,1
1666,268703,1
1668,1745,2
1668,264922,1
1668,264922,2
1668,264922,4
1668,268552,1
1668,268678,1
1668,269174,1
1669,3886,1
1669,264883,1
1670,264893,1
1671,265120,1
1672,268605,1
1674,1885,1
1674,268750,1
1675,1784,1
1676,1861,5
1676,1901,1
1678,1861,2
1678,256404,2
1679,265256,2
1682,1857,2
1682,269069,3
1683,1720,1
1683,1728,1
1684,1686,_G
1684,1697,2
1685,1687,_H
1685,1697,3
1688,256419,R1
1689,1690,R2
1693,1795,4
1696,265137,1
1696,265137,2
1697,265591,1
1697,265592,2
1698,1697,1
1699,1700,_M
1699,265547,2
1700,256455,_1
1700,256456,_2
1700,256457,_3
1703,268916,1
1704,1828,4
1705,264848,1
1706,264848,2
1707,264708,2
1708,264537,KV
1709,1814,5
1709,1857,1
1709,268963,1
1710,268776,3
1711,1787,5
1711,268858,2
1712,264624,1
1712,264931,Z1
1713,264719,1
1714,264719,2
1715,264854,1
1715,264854,2
1716,1770,9
1716,1870,10
1717,264822,KV
1718,264577,2
1718,264582,1
1719,256888,1
1719,268734,1
1721,1861,6
1722,1893,2
1722,269340,Z2
1723,264999,Z1
1724,1889,1
1725,265096,2
1726,264758,11
1726,269409,21
1726,269410,1
1727,1819,2
1727,1892,4
1731,268658,1
1731,268713,2
1732,268713,1
1733,1728,1
1733,1876,1
1733,264505,2
1733,268953,1
1734,256691,1
1735,268658,1
1737,1814,2
1738,264739,2
1739,264810,1
1741,1877,2
1742,1861,3
1742,268968,4
1743,1844,1
1744,265642,1
1745,256887,1
1746,1747,F1
1748,265086,1
1748,265730,F2
1749,1750,F1
1749,264840,1
1751,1752,5
1751,268638,3
1752,1769,7
1752,1856,11
1753,264687,1
1754,264683,1
1755,264683,2
1756,268658,6
1756,268689,2
1757,268678,1
1757,268750,1
1762,265151,2
1763,265151,2
1765,264777,1
1765,264960,1
1766,264600,1
1767,265103,2
1768,264771,3
1769,1870,6
1771,268705,1
1772,256714,1
1772,268705,1
1773,264767,1
1775,264605,1
1775,264606,2
1776,265269,1
1777,265269,2
1779,265638,1
1781,264777,2
1782,265119,2
1783,1784,1
1785,265271,1
1785,265271,3
1786,264835,1
1786,265014,1
1787,1861,8
1790,1788,1
1791,1789,12
1792,264617,1
1792,264627,2
1793,1798,3
1794,268713,1
1795,1796,2
1795,268862,4
1797,1877,1
1797,268988,1
1798,1877,8
1799,1863,2
1799,268862,1
1800,268582,1
1800,268862,2
1802,1850,2
1804,1885,3
1807,265112,Z1
1808,269040,1
1811,1850,2
1812,1886,1
1813,1828,2
1814,1835,1
1815,268748,1
1816,268735,1
1818,264742,KV
1819,1835,1
1820,265583,1
1822,264772,1
1822,265662,2
1824,265111,1
1824,265111,2
1828,269188,1
1830,265086,1
1832,264674,1
1833,264674,2
1834,264659,_1
1837,265123,B1
1838,265123,B2
1841,1842,1
1841,1843,2
1841,264768,1
1847,268962,1
1848,265323,1
1848,265323,2
1849,264768,1
1851,264744,1
1851,264745,2
1853,264959,Z1
1855,268731,8
1858,264700,1
1859,264700,2
1861,1892,9
1861,1893,1
1864,264762,1
1866,1864,2
1868,268741,3
1869,268741,2
1872,264539,1
1872,264579,2
1875,268617,1
1875,269439,1
1878,264637,2
1878,264670,1
1879,264555,2
1880,264835,1
1880,264835,KV
1881,268750,1
1881,268750,2
1883,264985,3
1887,264693,1
1888,264693,2
1889,1890,1
1894,1901,2
1894,1902,1
1898,1900,B2
1906,251523,1
1908,1909,_T
1910,251305,1
1910,251496,1
1911,251321,1
1911,251580,1
1911,251581,1
1911,306241,_S
1912,306241,_T
1913,1914,_T
1919,251279,Z1
1919,251439,1
1920,251323,1
1921,1905,1
1921,1920,1
1921,251258,1
1921,307132,_S
1922,307202,_T
1923,1924,1T
1926,250010,1
1927,250144,1
1927,251508,K2
1929,251548,1
1930,251543,1
1931,251438,1
1932,251355,1
1932,251481,1
1932,251540,1
1933,251366,1
1933,308193,1
1933,308193,2
1934,251314,1
1935,308293,1
1936,251383,Z1
1936,251426,1
1936,251503,1
1937,1954,1
1937,251558,1
1938,308146,_2
1939,308146,_3
1940,251387,1
1940,251388,1
1942,251546,Z1
1945,251408,1
1947,1948,K3
1948,251394,1
1948,251527,1
1950,308231,_T
1951,308230,_T
1952,250025,Z1
1952,250075,1
1954,308264,2
1954,308293,1
1955,308264,_T
1957,250116,1
1957,251511,1
1957,251511,2
1958,251315,1
1958,251315,3
1959,1958,2
1959,251314,1
1959,341398,1
1960,251291,1
1960,251301,2
1961,251469,2
1962,251366,1
1963,1940,1
1963,251393,2
1964,1956,3
1964,251535,2
1965,1966,1
1965,251473,1
1966,1945,1
1966,251353,2
1967,1974,1
1967,251474,2
1968,251481,1
1969,1953,1
1969,251488,1
1970,251496,1
1970,251552,1
1971,251484,1
1971,251574,1
1971,307434,1
1973,251508,1
1974,251428,1
1975,243262,1
1975,253057,1
1976,251261,1
1977,308417,_S
1978,308417,_T
1979,254028,1
1983,253917,KV
1984,254023,1
1985,1986,5
1986,1989,3
1986,1989,7
1986,1990,S
1986,605325,S
1986,681543,1
1986,681543,2
1988,1986,4
1988,680172,1
1989,1987,1
1990,680019,1
1992,680306,4
1994,1995,2
1994,680304,5
1997,680135,1
1997,680518,1
1997,698358,1
1998,605477,2
2000,1999,1
2001,-630187,1
2001,2002,S
2004,605476,1
2005,680330,1
2005,680373,1
2006,680290,S
2008,680258,1
2009,2013,1
2010,680303,1
2011,680110,S
2012,680110,1
2015,680589,1
2015,680590,1
2016,-681525,1
2016,681521,1
2017,680026,S
2018,680026,1
2018,680427,2
2019,680026,S
2019,680175,1
2020,680000,1
2021,680475,1
2022,680126,1
2022,681524,1
2024,680177,1
2025,2026,1
2025,2027,2
2028,2025,S
2029,-680071,2
2029,2025,1
2029,680404,3
2030,605566,1
2031,2033,S
2032,2031,S
2033,2031,1
2035,-630177,1
2035,680584,1
2036,-631060,1
2036,2016,1
2039,680133,2
2039,680134,1
2040,698006,1
2041,-681530,1
2042,680090,1
2042,680090,3
2043,2044,2
2043,680090,S
2046,-605427,1
2047,600073,1
2047,605596,1
2049,680594,1
2050,680397,1
2050,680400,1
2053,680253,1
2054,680281,2
2055,680277,1
2056,680073,1
2056,680074,1
2058,680168,1
2058,680172,1
2059,680370,1
2059,680381,S
2067,2081,1
2069,253097,1
2070,231128,1
2073,253041,1
2073,253170,1
2074,253234,1
2075,253170,1
2077,232808,2
2078,26655,R1
2078,26656,R2
2080,232239,1
2080,232828,1
2081,253170,1
2082,2083,1
2082,231128,2
2082,231902,1
2082,231915,1
2086,26682,1
2088,253091,1
2089,253203,2
2100,232241,1
2100,232528,1
2100,232529,1
2100,233955,SU
2103,253016,2
2104,253016,1
2104,253089,1
2104,253089,2
2107,307840,1
2107,307840,2
2107,307840,3
2107,307840,4
2108,11008,_1
2108,11009,_2
2110,2111,2
2115,306561,A
2115,306935,A
2116,306561,A
2116,306561,B
2116,306653,A
2116,306653,B
2118,307134,1
2118,308497,Z1
2119,306377,1
2119,306382,Z1
2120,2128,A
2120,2128,B
2120,11038,2
2120,11038,_2
2120,306408,1
2120,307839,1
2120,309338,1
2121,306198,1
2121,306260,Z1
2122,306687,1
2122,306687,B
2123,11061,1
2123,11061,2
2123,306490,A
2123,306490,B
2124,308964,A
2124,308964,B
2125,306653,1
2125,306653,B
2125,309550,A
2125,309550,B
2126,11067,4
2126,11067,4B
2126,11068,5A
2126,11068,5B
2126,11070,6A
2126,11070,7A
2126,11071,_8
2126,306681,A
2126,306687,1
2126,308191,1
2126,308191,2
2126,308191,3
2128,307862,1
2128,307862,2
2128,307862,3
2128,307862,4
2128,307862,5
2130,2197,1
2130,337912,1
2130,337914,A
2131,10003,1T
2132,337591,1
2132,338644,1
2136,337604,1
2136,337607,1
2137,10025,U1
2148,2149,2T
2150,2209,1
2151,10046,35
2152,2153,35
2154,10049,U1
2154,10049,U2
2154,338199,A
2168,2172,2T
2169,2171,1T
2170,2173,3T
2174,338031,A
2175,2176,T1
2175,2176,T2
2177,2175,A
2177,338885,A
2178,338022,1
2178,338031,1
2179,10084,A
2179,10088,11
2180,10088,13
2183,337572,1
2183,337573,1
2187,507449,1
2189,338370,T1
2190,338369,T3
2191,337523,1
2192,338715,NO
2192,338726,1
2195,337600,A
2196,10112,T1
2196,337998,1
2201,338711,1
2203,2222,4
2204,2211,1
2204,10043,1
2204,337955,1
2204,338487,1
2204,338488,1
2205,2206,2
2205,2209,1
2205,2209,2
2207,2206,1
2207,338802,NO
2207,338803,1
2209,2208,2
2212,338630,1
2212,338893,1
2213,2232,3
2213,2237,5
2214,2216,61
2214,338832,1
2215,2216,_8
2217,337630,1
2218,337622,1
2218,337629,1
2219,10139,_8
2220,338690,1
2220,338694,1
2221,-338201,A
2221,-300103,1
2222,2232,1
2223,2132,1
2223,2224,T1
2226,338363,1
2226,338369,1
2227,338389,1
2228,338045,1
2231,338804,1
2233,338720,1
2233,338724,1
2234,338050,A
2238,2239,A
2242,10174,1T
2243,10175,T1
2246,547532,1
2246,547600,A
2247,547402,1
2248,506935,A
2249,547553,1
2250,2251,A
2252,547529,1
2252,547691,1
2253,336111,1
2253,336120,1
2254,334637,Z
2254,336085,T2
2255,336085,1
2256,2290,1
2256,335529,1
2259,2255,1
2259,2255,A
2260,335571,1
2260,335572,1
2261,335021,1
2262,335029,1
2263,337448,A
2263,337448,R1
2263,337452,1
2264,502421,1
2265,336086,1
2267,337348,1
2267,337369,1
2271,2285,1
2271,336233,1
2272,335409,NO
2272,335427,1
2272,335429,A
2273,335252,1
2273,335254,1
2275,335096,NO
2279,2278,1
2280,335678,1
2280,335741,1
2282,335336,1
2282,335342,1
2282,335400,1
2283,336231,1
2284,336086,1
2284,336261,1
2287,334679,T1
2287,335364,2
2288,336070,1
2289,337350,1
2292,-2629,A
2292,337379,1
2293,2260,2
2293,335569,1
2293,335573,1
2294,336005,1
2297,2668,1
2298,338470,2
2301,336153,1
2301,336153,2
2304,1011,A
2304,2287,1
2304,335368,1
2305,-2620,A
2307,336434,A
2308,336412,1
2308,336418,1
2309,334007,1
2309,334008,1
2309,334009,1
2310,2315,A
2310,334021,1
2310,334025,1
2310,334039,1
2310,334524,L1
2310,334538,38
2311,334582,1
2312,334072,A
2313,334072,1
2313,334999,1
2314,334072,1
2314,334998,1
2315,334026,1
2315,334058,B
2315,334060,1
2316,334013,1
2316,334022,1
2316,334721,A
2317,334628,T2
2317,334628,T3
2317,334654,38
2318,334028,1
2318,334198,1
2319,334414,1
2319,334430,R1
2321,334223,1
2321,334235,T3
2321,334235,T4
2324,342667,1
2325,341908,1
2325,342403,1
2326,29194,1
2326,29195,1
2326,341227,1
2326,342388,1
2327,2332,1
2327,342310,2
2328,341464,XF
2328,342820,1
2329,341806,1
2330,342820,1
2331,341701,2
2331,342259,1
2332,342265,1
2335,341653,1
2335,341890,1
2337,342820,1
2340,324302,1
2340,342265,10
2344,342343,1
2344,342421,1
2347,336846,1
2347,336847,1
2348,4895,1
2348,337022,A
2349,334016,1T
2350,2351,T6
2351,337099,A
2352,2383,1
2353,2354,U1
2353,336982,A
2356,-360023,A
2356,2357,T1
2358,334160,1T
2358,334161,2T
2359,337025,1
2359,337045,1
2359,337046,1
2359,337049,1
2360,-4933,1
2360,4921,1
2360,337053,A
2360,337091,1
2361,4928,1
2361,337051,1
2361,337051,2
2362,2363,1T
2364,336994,1
2364,336995,1
2365,336534,1
2365,336548,1
2366,334262,1T
2367,4896,1
2367,336788,1
2368,2373,1
2368,336539,A
2368,336552,1
2368,336559,1
2369,337091,1
2370,4951,2
2370,336992,1
2371,336968,1
2372,4967,1
2372,4968,1
2373,336566,1
2374,336538,1
2375,336788,T2
2376,4969,2
2376,4970,3
2376,336788,T3
2378,337088,A
2379,337095,A
2383,5004,1
2384,334476,11
2384,337115,A
2385,334476,13
2388,238671,1
2389,238743,1
2390,238516,1
2391,238980,10
2392,238980,1
2392,238980,7
2394,2494,1
2396,238509,1
2396,238568,1
2396,238568,2
2396,238730,4
2397,2396,_2
2397,2398,2
2398,2399,1
2398,2399,5
2398,239310,3
2402,239278,2
2402,240669,1
2402,240670,1
2403,2453,1
2404,-239350,1
2404,2445,1
2404,238604,2
2405,240854,1
2406,238620,1
2407,2406,ZB
2407,238639,1
2407,238639,5
2408,238576,1
2408,238630,1
2408,239159,1
2409,2400,1
2409,238652,1
2409,238653,1
2409,238653,2
2410,238599,1
2410,238742,1
2411,238710,1
2411,238711,1
2411,239251,1
2412,238677,4
2412,238677,5
2412,238677,6
2412,238703,1
2412,240709,1
2413,2427,1
2413,2468,1
2413,2499,2
2413,238709,1
2414,238725,1
2414,238808,1
2415,2502,3
2415,238601,1
2416,2502,2
2416,238602,1
2417,2502,4
2417,238603,1
2418,238523,1
2419,238745,1
2420,238748,1
2421,238753,1
2423,238714,ZB
2423,239051,1
2424,238620,1
2424,239256,4
2425,2421,1
2425,238772,1
2426,238570,1
2426,239317,1
2427,2413,2
2427,239120,1
2427,239138,1
2427,240220,1
2428,21328,1
2428,238810,1
2429,2409,1
2429,238617,1
2430,239105,1
2430,240757,1
2433,21417,3
2435,238757,1
2435,238873,1
2436,238906,1
2436,238906,2
2436,238907,4
2436,238907,5
2436,238938,1
2438,238754,1
2438,239226,1
2439,2421,1
2439,239337,1
2440,238837,2
2441,238815,1
2441,238837,2
2443,2427,1
2443,238825,1
2443,238940,R1
2444,238959,ZB
2445,238955,R3
2446,238891,1
2447,240455,1
2447,240488,1
2450,21446,R2
2450,21448,R1
2450,238611,3
2450,238911,1
2450,239023,R4
2451,2413,1
2451,239009,6
2451,239120,1
2451,239120,2
2452,238638,1
2452,238975,1
2454,21457,3
2455,238632,ZL
2455,239005,1
2456,238928,1
2456,239264,1
2457,239656,1
2459,238874,1
2459,240954,1
2460,21324,1
2461,238698,1
2462,239316,1
2463,240898,2
2463,240927,1
2464,238877,1
2465,239283,1
2468,239321,1
2470,2471,R1
2470,2471,R2
2470,238667,1
2470,238928,1
2470,239308,1
2471,239073,1
2472,21505,1
2473,239604,1
2474,2473,1
2475,238795,1
2477,2445,1
2477,238642,1
2477,238642,2
2477,238944,1
2477,239103,1
2477,239107,1
2479,239105,1
2479,239108,1
2481,21488,4
2481,238913,1
2481,239097,1
2481,239113,1
2482,2474,1
2482,238629,1
2482,239123,1
2482,239123,2
2482,239124,5
2482,239124,6
2482,239142,1
2482,239160,1
2483,238747,1
2484,21490,_S
2485,238937,1
2485,240897,1
2486,239081,2
2487,239134,1
2487,239135,1
2487,239135,2
2489,240481,1
2491,238560,1
2494,239149,1
2495,2493,1
2495,2493,2
2496,239153,1
2496,239517,1
2496,239533,1
2497,239192,1
2500,2413,2
2500,2499,1
2502,2459,1
2502,2507,1
2502,238871,1
2502,239155,2
2503,238578,1
2505,2506,1
2508,239312,1
2509,239159,1
2510,239180,1
2511,351003,1
2512,300842,1
2512,300856,1
2513,509790,1
2514,512651,A
2514,512651,B
2514,512679,1
2514,513129,1
2515,509791,A
2516,512664,A
2516,512732,1
2516,513580,1
2517,54448,11
2517,54451,21
2517,512865,1
2519,512630,1
2520,2526,1
2520,513074,1
2522,-510396,1
2522,512707,1
2523,300939,A
2525,300859,1
2527,2516,1
2533,615329,1
2533,616349,1
2538,615023,1
2538,619837,1
2543,616344,1
2544,616335,1
2545,616205,1
2549,2550,1
2554,2555,1
2554,613140,R1
2554,617054,1
2556,615428,1
2558,615401,1
2559,-613099,1
2559,600100,1
2560,2561,1
2560,615335,S
2561,-657755,1
2562,618041,1
2563,617029,1
2563,617052,1
2566,618081,1
2568,658253,1
2568,658254,1
2571,248781,1
2572,2573,1
2573,248845,1
2574,248593,3
2576,248860,1
2578,248635,1
2579,248585,2
2580,-249881,1
2582,340986,1
2583,548800,1
2585,254576,1
2585,254609,21
2586,254524,16
2586,254529,13
2587,58660,A
2589,-345408,1
2589,541201,1
2591,543034,1
2592,2591,1
2593,543010,1
2594,542989,1
2595,543111,1
2596,502402,1
2596,502425,1
2597,502410,1
2597,502421,A
2600,2601,T1
2600,2601,T2
2603,996,1
2604,50030,A
2606,337373,A
2607,337392,A
2610,337373,A
2611,337366,A
2612,2300,1
2613,337363,A
2614,50002,A
2615,337327,A
2616,335258,A
2617,335234,A
2619,335276,A
2621,335270,A
2625,335263,1
2627,335414,1
2632,337331,1
2634,337330,A
2635,337330,A
2636,337448,A
2637,337446,A
2638,337445,A
2639,303325,1
2641,335533,A
2642,335507,A
2643,335522,A
2645,335505,A
2647,336019,A
2648,336041,A
2649,500740,1
2650,10008,_P
2654,335336,1
2656,500930,1
2657,335380,A
2663,303222,1
2663,303222,2
2664,500025,1
2669,503301,2
2670,640278,1
2670,650242,1
2670,650250,A
2672,2689,1
2672,324283,1
2673,26959,1
2676,324262,1
2676,325957,1
2677,324426,1
2677,341407,1
2678,324803,1
2678,341071,1
2679,324221,1
2681,324478,2
2681,324828,1
2682,324824,1
2682,325005,1
2683,324427,1
2684,324405,1
2685,2711,1
2687,-324527,1
2688,2689,1
2688,2689,NT
2688,249501,1
2688,324018,H2
2688,324019,H3
2688,324020,H4
2688,324105,2
2688,324114,1
2688,326536,1
2689,2679,1
2689,324017,H1
2689,324253,1
2689,324287,1
2691,2680,1
2691,324106,1
2691,325140,2
2692,324497,1
2692,324564,1
2693,324438,1
2693,324573,2
2693,324741,1
2694,324521,1
2694,341632,1
2696,324516,2
2696,324585,1
2698,324513,1
2699,324271,1
2699,324606,2
2699,324606,69
2700,324608,1
2700,324609,1
2701,2673,1
2703,324882,1
2703,324900,1
2704,324207,1
2704,324244,1
2705,324504,1
2705,341929,1
2706,324805,1
2707,324560,1
2707,324592,1
2708,-324302,1
2708,324254,1
2708,324307,1
2708,324707,1
2709,-324944,1
2709,324698,1
2710,2690,1
2710,324810,1
2711,324506,2
2712,324713,2
2713,324589,1
2713,324722,1
2714,324474,1
2714,324727,1
2715,324536,2
2715,324732,1
2716,324567,1
2717,324525,1
2717,324752,1
2717,324974,1
2718,324751,1
2719,27115,1
2719,324069,1
2720,324418,1
2720,324934,1
2721,324658,2
2722,324474,1
2723,324471,1
2723,324777,1
2724,324465,1
2724,324489,1
2725,324616,1
2726,324429,1
2729,325093,1
2729,325094,SU
2729,325095,2
2729,326574,1
2730,324649,2
2731,324546,1
2732,2742,1
2732,324574,_1
2733,324263,1
2734,325042,3
2736,324111,1
2737,27068,5
2737,27069,8
2737,324024,LC
2737,324025,2
2737,324026,3
2737,324027,4
2737,324101,1
2737,324107,1
2737,326001,1
2738,324806,1
2738,324915,1
2739,324767,1
2741,324223,1
2741,324278,1
2742,26992,1
2744,661031,1
2746,2747,1
2746,661032,S
2748,2749,1
2748,661102,1
2749,661043,1
2749,661054,1
2749,661067,1
2750,661139,11
2751,635704,1
2753,-635871,2
2753,-288,1
2756,635000,S
2756,635023,1
2757,635270,1
2758,635035,S
2759,636207,1
2759,636209,1
2760,635812,1
2760,635814,1
2761,636782,1
2761,636785,1
