i,j,ckt_id
256181,1229,F1
256181,256200,1
256181,256988,1
256182,256251,1
256183,256523,1
256183,256828,1
256187,1520,1
256187,256152,1
256187,256158,2
256189,256294,1
256189,256302,1
256191,256271,1
256191,256966,B1
256191,256966,B2
256192,-264564,2
256192,1253,1
256192,256761,1
256193,1256,F2
256193,258728,F1
256194,256224,1
256194,256249,1
256195,258730,F1
256196,256755,Z1
256196,258097,1
256197,258099,1
256197,258747,F1
256198,256510,2
256200,256486,1
256201,256297,1
256201,256630,1
256201,263662,1
256204,256287,1
256205,256268,1
256205,258775,F2
256207,256490,1
256208,1093,2
256208,256206,1
256208,256660,1
256209,258782,F2
256210,256236,A
256210,256288,1
256210,258106,1
256211,256259,2
256211,258797,F1
256211,258797,F2
256211,263656,1
256211,699689,1
256211,699689,2
256212,1075,S
256212,256134,1
256212,256290,1
256212,259179,F1
256213,256180,1
256213,256248,1
256213,256517,1
256213,262020,1
256214,1117,1
256214,256220,1
256215,258110,1
256219,256197,3
256219,256510,3
256219,258115,1
256220,1297,F2
256220,1345,1
256220,258807,F1
256222,256246,1
256222,256400,1
256222,256401,2
256223,256226,2
256223,256345,1
256223,256510,1
256223,258950,F1
256223,258950,F2
256224,256764,1
256225,1309,F2
256225,1413,1
256225,258841,F1
256226,256510,2
256228,1314,F1
256228,258846,F2
256231,256314,1
256233,1325,F1
256233,256265,1
256236,258894,F1
256237,263812,2
256238,1422,1
256238,256241,1
256238,256309,1
256238,257196,1
256238,258127,1
256238,262006,1
256238,262007,2
256240,258045,1
256241,256803,1
256241,257196,1
256241,258930,F1
256242,1433,1
256243,1342,1
256243,258899,F1
256246,263666,1
256250,256259,1
256250,256366,1
256250,257098,B1
256250,257098,B2
256251,258137,1
256253,256662,1
256253,256778,1
256253,256803,1
256256,256271,1
256256,256465,Z1
256257,1342,1
256257,256317,1
256257,263345,1
256257,263657,Z1
256257,263671,Z1
256258,258978,F1
256259,1401,-1
256259,1401,-2
256260,256274,1
256260,256828,1
256260,258146,1
256263,256080,1
256264,256313,1
256264,257150,1
256264,259292,B1
256267,1416,1
256267,1417,F2
256267,1529,1
256268,256291,1
256268,259018,F1
256270,256273,1
256270,256945,1
256271,1441,F1
256272,256486,1
256275,259074,F1
256280,256724,1
256280,256754,1
256280,258036,1
256281,1515,1
256281,256314,2
256286,1512,1
256286,256026,B3
256286,256026,B4
256287,1474,F1
256287,259107,F2
256289,262035,2
256290,1502,1
256290,256499,1
256290,256542,1
256294,256303,1
256295,262004,1
256296,1485,S
256298,256322,1
256298,256326,1
256302,259148,F1
256303,259153,F1
256309,-264587,1
256309,258170,1
256311,256310,1
256311,256781,1
256311,258172,2
256313,256488,1
256313,259180,10
256314,1515,S
256314,1516,F7
256315,259192,F1
256317,1527,F2
256317,259194,F1
256321,256234,1
256321,256488,1
256322,256209,1
256322,257514,1
256323,256289,1
256323,256315,1
256323,256756,1
256324,256267,1
256324,256584,1
256324,256662,1
256324,258586,F1
256325,256046,2
256325,256294,2
256325,259288,2
256326,256271,1
256327,265315,1
256328,265125,1
256336,264526,1
256339,265257,4
256342,256343,_1
256342,256347,1
256344,256228,1
256344,256716,1
256345,256296,Z1
256345,259650,1
256346,1666,1
256346,256343,_3
256348,265101,1
256355,256172,1
256355,256798,1
256356,258249,1
256357,255422,E
256358,256228,1
256358,259405,1
256360,265112,1
256361,265259,1
256362,265259,2
256363,265259,T3
256363,265259,T4
256365,256250,1
256365,256262,1
256365,256366,2
256369,1788,1
256369,1789,1
256370,257072,1
256370,258958,1
256371,264556,2
256372,3133,I
256373,258262,1
256374,265120,2
256375,265120,5
256376,265120,6
256378,268748,1
256379,1058,Z1
256379,256380,S
256380,256294,1
256383,256200,1
256402,1675,1
256402,264775,2
256407,268750,1
256408,265256,1
256411,256152,1
256411,258308,F1
256412,1063,F2
256412,256158,1
256418,1697,1
256418,256413,_P
256454,259663,1
256461,256675,1
256463,256102,1
256464,265139,T1
256464,265139,T2
256465,256490,1
256465,258960,F1
256465,259216,F2
256466,264537,KV
256467,1448,1
256467,256525,1
256467,256948,1
256468,1106,1
256468,1141,1
256468,256126,2
256468,256149,1
256468,256168,1
256468,256244,1
256468,256286,1
256468,256286,2
256470,1655,1
256470,264503,1
256476,263340,1
256476,263407,1
256477,258652,1
256477,258944,1
256477,259053,1
256478,258923,1
256478,259576,1
256482,256172,1
256482,256933,1
256483,264822,KV
256485,258755,1
256487,1166,1
256487,256532,1
256489,1039,2
256489,256584,2
256490,259345,1
256490,259346,1
256491,1093,1
256491,256193,1
256491,259328,1
256492,256187,1
256492,258065,1
256493,256095,1
256493,256142,1
256493,259344,1
256494,259318,Z1
256494,259319,Z1
256496,258378,F2
256496,259288,A
256498,264565,1
256499,256193,1
256499,256494,1
256499,256494,2
256499,256494,3
256499,256494,4
256500,256026,1
256500,256027,2
256500,256027,3
256500,256499,3
256500,256499,B4
256500,256854,1
256502,1211,1
256502,256102,1
256502,259326,1
256503,258371,1
256506,256083,1
256506,256271,1
256507,264533,1
256508,264533,2
256509,256510,B1
256513,264533,3
256515,256514,1
256515,256514,2
256515,264687,1
256515,264798,1
256516,256091,1
256516,256096,1
256516,263672,1
256517,256281,1
256518,256162,1
256518,256593,Z1
256519,256233,1
256519,259332,1
256520,256069,1
256521,265177,1
256522,256039,1
256522,256501,1
256522,259351,1
256523,256180,1
256524,256487,1
256525,1448,1
256525,259367,1
256529,256764,Z1
256529,258633,F2
256529,258633,F4
256530,258403,1
256531,259040,1
256536,263459,1
256538,256692,1
256538,268643,1
256539,1075,1
256539,256129,1
256540,256233,1
256540,256298,1
256541,1431,F1
256541,1433,1
256542,256066,1
256548,1854,1
256548,268633,1
256559,264573,2
256560,258408,1
256567,256071,1
256567,263339,1
256567,263667,1
256572,256289,1
256576,256888,1
256579,1771,1
256581,1358,2
256581,256019,1
256581,256580,B1
256581,256582,B2
256581,256587,B3
256583,256584,B2
256583,264594,1
256584,1416,1
256584,257093,1
256586,256224,1
256586,262004,1
256588,256024,1
256588,256589,B1
256589,256281,2
256589,256454,1
256592,1330,1
256593,259615,Z1
256593,259616,Z1
256594,256066,1
256595,258415,1
256598,256317,1
256598,259086,1
256599,256031,1
256599,256201,1
256599,256201,2
256599,263348,1
256599,263662,1
256600,256113,1
256612,264687,2
256617,260005,1
256619,264687,3
256620,258424,1
256621,258426,1
256623,256517,T6
256625,256594,1
256625,256616,1
256626,259652,1
256628,1288,1
256633,256122,1
256633,256124,1
256633,256631,1
256645,264593,1_
256650,264592,2_
256651,1167,1
256651,257062,1
256652,256095,B5
256653,264590,1
256654,264591,2
256655,1329,1
256655,256656,1
256655,256865,1
256662,1529,S
256662,259196,F7
256664,256292,1
256664,259147,F1
256665,1204,S
256665,258627,F8
256668,256661,38
256668,263876,1
256669,256657,38
256669,263876,1
256673,258448,1
256675,256953,1
256677,265638,2
256678,265638,3
256680,264776,1
256685,256238,1
256685,256309,1
256685,256686,1
256688,258465,1
256689,1322,1
256694,258617,1
256696,264845,1
256696,264845,2
256697,264742,1
256698,264742,2
256701,1844,1
256704,258469,1
256706,256705,F1
256711,1489,2
256711,256664,1
256715,256567,1
256715,263323,1
256716,1288,1
256716,256461,1
256718,256592,1
256718,256628,1
256720,256832,1
256723,258499,1
256724,1507,1
256724,256726,1
256726,256729,17
256726,256942,28
256735,344754,1
256735,344754,2
256735,344754,_3
256736,1234,1
256738,1049,F2
256738,256266,1
256739,264657,_2
256743,264809,KV
256745,1200,S
256745,258624,F1
256747,1231,S
256747,258668,F1
256748,256247,1
256752,256665,1
256754,1463,F1
256755,1502,1
256755,1504,F2
256760,1238,1
256760,1248,2
256760,1506,1
256760,256242,1
256760,256826,1
256760,259684,2
256768,256529,1
256768,258261,F1
256768,259654,1
256769,259288,1
256770,258060,1
256770,258068,1
256772,258101,1
256772,258159,2
256774,256275,1
256775,258120,1
256776,256775,1
256777,258125,1
256778,258141,1
256779,1070,Z1
256780,258075,1
256780,258716,1
256782,1839,F2
256782,256763,F1
256782,265656,1
256783,256147,1
256783,256780,1
256783,258074,1
256797,1448,1
256797,256794,1
256806,1257,1
256806,256805,1
256806,258717,1
256806,259268,1
256807,264852,1
256808,264852,3
256810,256101,1
256810,258040,1
256810,258168,1
256811,1459,1
256811,256246,1
256814,265323,3
256824,1402,F1
256824,1403,F2
256824,256683,1
256824,256684,2
256824,256826,1
256828,1386,F1
256830,264661,F3
256831,1180,B2
256831,256752,B1
256833,256836,1
256833,263338,1
256836,256104,1
256836,256771,1
256836,257174,1
256845,256046,Z1
256846,259137,1
256847,1184,1
256860,264844,1
256861,264712,1
256862,264710,2
256866,256996,1
256871,256250,1
256871,256259,1
256871,256870,1
256872,257133,1
256872,258600,1
256873,264555,1
256877,264698,1_
256878,264699,2_
256880,256211,1
256880,699689,1
256881,264693,3
256882,264693,4
256883,263303,1
256884,265143,KV
256885,256099,1
256885,256179,1
256890,256211,1
256890,256259,1
256902,256027,1
256902,256027,2
256902,256337,ST
256902,256906,X2
256902,256907,X1
256906,256388,3
256906,256389,4
256906,256390,5
256906,256391,6
256906,256392,7
256906,256393,8
256907,256394,9
256907,256395,10
256907,256396,11
256907,256397,12
256907,256398,13
256907,256399,14
256907,257001,15
256911,1903,KV
256912,265136,1
256914,258638,1
256922,256169,B1
256922,256169,B2
256933,256172,1
256933,256711,1
256939,259169,1
256941,258662,1
256941,258663,1
256947,256946,F1
256947,257043,1
256948,256949,T1
256951,256591,1
256951,256950,F1
256953,256952,F1
256957,258681,1
256960,258707,1
256961,1496,1
256967,1259,1
256973,258723,1
256979,258735,1
256980,256883,1
256988,256200,1
256990,256262,1
256990,256272,1
257007,258793,1
257008,259786,1
257009,257059,1
257012,259744,1
257015,257016,1
257026,256401,T3
257038,259576,1
257039,1317,1
257040,1316,F1
257040,1317,F2
257040,1506,1
257040,256242,1
257040,256826,1
257040,257038,F5
257044,258986,1
257056,258877,1
257057,258886,1
257059,257193,1
257061,259817,1
257062,256231,1
257062,256281,1
257062,256316,1
257062,256487,1
257062,256524,1
257064,263346,1
257070,257071,1
257073,1456,1
257079,258925,1
257084,258933,1
257092,259867,1
257094,259892,1
257103,256295,1
257103,262004,1
257105,259166,1
257107,258964,1
257112,258970,1
257121,256295,1
257125,258989,1
257129,258994,1
257135,259002,1
257150,256040,1
257150,256157,1
257150,256225,1
257150,256313,1
257157,259041,1
257159,256494,1
257160,256494,1
257172,259065,1
257174,256108,1
257181,259910,1
257182,259094,1
257184,259098,1
257185,259981,1
257192,256310,1
257223,259738,1
257239,259163,1
257240,257241,1
257503,1448,2
257503,256798,1
257588,256489,1
258000,1345,1
258002,256034,1
258003,256036,1
258003,258210,F1
258006,258429,F2
258009,256046,A
258014,1029,F1
258014,258241,F2
258021,256071,1
258021,256248,1
258035,258351,F1
258039,256098,1
258039,258361,F2
258041,1097,F1
258042,1099,F1
258042,256103,1
258044,256310,1
258044,257192,1
258045,256107,1
258046,256110,1
258046,258311,F1
258051,256519,1
258052,256122,1
258052,258434,F1
258056,258248,1
258056,259673,1
258060,258473,F1
258063,1489,1
258063,258479,F4
258065,1147,F1
258069,256139,1
258069,258502,F1
258071,1248,Z1
258075,259108,F1
258077,259908,F1
258084,258636,F1
258085,256172,1
258085,259095,F1
258095,256247,1
258095,259673,1
258101,258760,F1
258104,256204,1
258107,256773,1
258107,258804,F2
258114,256774,1
258114,258826,F1
258115,262052,Z1
258118,256232,Z1
258119,257048,B6
258119,258635,F4
258120,257047,B5
258120,258635,F7
258122,256234,1
258123,1345,Z1
258125,258901,F1
258126,258919,F1
258127,258920,F1
258131,256244,1
258131,258932,F2
258133,256263,1
258136,256248,1
258136,258955,F1
258141,258962,F1
258144,259006,1
258152,256777,1
258152,259006,1
258157,256276,1
258158,256771,1
258163,256287,1
258163,256520,1
258165,256291,1
258165,259116,F1
258168,1488,F1
258170,259167,F1
258171,256310,1
258171,259174,F2
258173,256321,1
258173,258285,F1
258174,256274,1
258174,258149,1
258181,256488,1
258184,256065,1
258185,256487,2
258185,258192,F1
258186,1314,2
258186,258845,1
258189,258834,1
258190,259267,1
258192,1373,1
258194,1132,1
258194,258733,1
258194,259165,1
258195,258711,1
258195,258867,1
258196,1472,1
258196,258222,1
258196,262501,1
258198,262523,1
258199,258198,1
258199,258267,1
258199,258924,1
258201,258677,1
258201,258751,1
258203,1095,1
258203,258849,1
258204,258815,1
258206,258245,2
258206,259126,1
258207,1097,2
258207,258893,1
258208,258228,1
258208,258531,1
258210,1015,1
258210,258948,1
258211,1447,2
258211,258705,1
258212,258213,1
258212,258243,1
258213,1030,1
258214,1018,1
258214,1019,2
258214,257015,1
258214,258589,1
258215,258588,1
258215,258676,1
258216,258538,1
258216,258946,1
258218,1247,3
258218,258305,1
258219,258371,1
258219,258710,1
258221,1402,1
258221,1483,1
258224,258225,1
258226,1297,1
258226,256239,1
258226,258584,1
258227,1504,1
258227,258724,1
258228,256279,F1
258228,258345,1
258230,256284,1
258230,258989,1
258230,259102,1
258231,259197,1
258231,259733,1
258232,258593,1
258235,1026,1
258235,1112,2
258236,1194,2
258237,1221,1
258237,258739,1
258239,1027,1
258239,258898,1
258240,259064,1
258241,258665,1
258241,259002,1
258243,1262,4
258243,1332,2
258244,258544,1
258244,258937,1
258246,258897,1
258247,259413,1
258249,258963,1
258249,259073,1
258250,259089,1
258252,1066,1
258252,259277,1
258254,1034,1
258254,258488,Z1
258255,259264,1
258256,259035,1
258256,259075,1
258257,258744,1
258257,258880,1
258258,1140,1
258258,1321,1
258258,258444,1
258258,258602,1
258259,1037,1
258260,1224,1
258261,1038,1
258261,1524,1
258261,1525,1
258261,257158,1
258262,258395,1
258262,259111,1
258263,1182,1
258263,258426,1
258265,1044,2
258265,259705,1
258266,1250,1
258266,258512,1
258267,256005,1
258267,258499,1
258267,258788,1
258267,259065,1
258269,1468,1
258269,259176,1
258269,259787,2
258270,1043,1
258270,1429,1
258270,1454,1
258270,258988,1
258271,258959,1
258272,1083,1
258272,259811,2
258273,259950,1
258274,258437,1
258274,258902,1
258275,1022,2
258275,258528,1
258275,258619,1
258276,257073,1
258278,1449,2
258278,259163,1
258279,1049,2
258279,1261,2
258279,258344,1
258281,1309,1
258281,260047,1
258282,1297,1
258282,258995,2
258283,1138,3
258283,259905,1
258284,1051,2
258284,1052,1
258284,1450,1
258284,259904,1
258285,1533,1
258287,1152,1
258287,258680,1
258288,258914,1
258288,259202,1
258289,1061,1
258291,258654,1
258291,258927,2
258291,258929,1
258291,258963,1
258292,1059,3
258292,1060,2
258292,1341,Z1
258292,1360,1
258292,258291,1
258292,259050,1
258293,1056,1
258293,1057,2
258293,258756,1
258293,258775,2
258294,256409,1
258294,258621,1
258295,258715,1
258295,258924,1
258296,258519,1
258296,259186,1
258297,1064,2
258297,1403,1
258297,258298,1
258297,258467,1
258299,258310,1
258299,259036,1
258300,258773,1
258300,258785,1
258301,258440,1
258301,258549,1
258302,256414,1
258302,258440,1
258302,259164,1
258303,1065,1
258304,258674,1
258304,259342,1
258305,258820,1
258306,1145,1
258306,256420,1
258306,259720,1
258307,1046,1
258308,258598,Z1
258308,259937,1
258310,1140,1
258310,256416,F1
258310,256417,F2
258310,259026,1
258311,1067,1
258311,258641,1
258312,1095,1
258312,259277,1
258313,1491,1
258313,258848,1
258314,1057,1
258314,259823,1
258315,258218,1
258316,256415,1
258316,258635,1
258316,259320,1
258317,258512,1
258318,256460,1
258318,258714,1
258319,258635,1
258319,259154,1
258321,1221,1
258321,256452,F1
258321,256453,F2
258321,258450,1
258322,1074,1
258322,258323,1
258322,258425,1
258322,259214,1
258323,258447,1
258327,1407,1
258327,259877,1
258329,1519,1
258330,259008,1
258330,259024,1
258331,258567,1
258331,259306,1
258332,1518,1
258332,256425,1
258332,258564,1
258333,1424,3
258333,256462,1
258333,258968,1
258334,259192,1
258334,262517,1
258335,1080,1
258335,1080,4
258335,259121,1
258338,258360,1
258339,258698,1
258339,258957,1
258340,258757,1
258341,258642,1
258341,258768,1
258343,258344,1
258343,259056,1
258344,256978,1
258345,1049,1
258347,1426,1
258347,1441,1
258349,258846,1
258349,259057,1
258349,259770,2
258350,1384,1
258350,258752,1
258351,258994,1
258352,258434,1
258352,258476,1
258352,258988,1
258353,256474,1
258353,259198,1
258353,259206,1
258354,1088,1
258354,259363,1
258355,1086,1
258355,258506,1
258355,259004,1
258356,258357,1
258356,259105,1
258357,258704,1
258358,258621,1
258358,259210,1
258360,258399,1
258361,1087,1
258361,1088,2
258361,258348,1
258361,258753,1
258361,259211,1
258361,259671,1
258362,258363,1
258362,258435,1
258363,258662,1
258365,1318,1
258366,258695,1
258366,259036,1
258367,1331,1
258367,258755,1
258367,258876,2
258368,1353,1
258369,1161,2
258370,258340,1
258371,258544,1
258372,256484,1
258372,258708,1
258373,258869,1
258373,258916,1
258375,258596,1
258376,262518,1
258377,258431,1
258377,259275,1
258378,1092,1
258378,1378,1
258378,259682,1
258379,1290,1
258379,258786,1
258380,1396,1
258380,259199,1
258380,259651,1
258381,258804,1
258382,258602,1
258383,258207,1
258384,256527,1
258384,258567,1
258385,259812,2
258386,258469,1
258386,258973,1
258387,258858,1
258387,259048,1
258389,258780,1
258389,259362,1
258391,1094,1
258391,1095,2
258391,258462,1
258391,258566,1
258391,259103,1
258392,259899,1
258394,258862,1
258394,258885,1
258394,258886,2
258394,259918,1
258395,258538,1
258396,1222,1
258396,258501,1
258397,1107,1
258397,258516,1
258398,258991,1
258398,259166,1
258399,258788,1
258400,1432,1
258400,256553,1
258400,258714,1
258401,256478,1
258401,257038,1
258402,1103,1
258402,259779,1
258403,258886,1
258403,259101,1
258404,258834,1
258405,258513,1
258405,262043,1
258407,1484,1
258407,256557,F1
258407,256558,F2
258407,258970,1
258408,258490,1
258408,259113,1
258409,258913,1
258409,258993,1
258409,259662,1
258410,1111,1
258410,1331,1
258410,1445,1
258410,258411,1
258410,259442,1
258410,262573,1
258413,258529,1
258413,259165,2
258413,259788,1
258414,259032,1
258415,258651,1
258416,1114,1
258416,259015,1
258418,1118,2
258418,258644,1
258419,256618,F3
258419,259369,1
258421,258723,1
258424,258743,1
258424,258991,1
258425,1124,1
258425,258700,1
258426,259166,1
258428,256629,1
258428,258661,1
258428,258692,1
258429,1125,2
258429,1126,1
258429,1127,3
258430,259003,1
258430,259290,1
258431,258975,1
258433,1136,1
258434,1130,1
258435,1131,1
258435,1132,2
258435,258692,1
258435,259789,1
258437,1133,1
258437,258639,1
258439,258558,1
258439,258979,2
258440,1146,1
258441,1516,1
258441,258879,1
258442,258760,1
258442,258762,1
258444,256672,F2
258446,258283,2
258448,1252,1
258448,258932,1
258449,1140,1
258449,258450,1
258450,1321,1
258452,258502,1
258452,258773,1
258453,259034,1
258453,259052,1
258453,259062,1
258453,259186,1
258453,259792,1
258454,258596,1
258454,258847,1
258455,259025,1
258456,1252,1
258456,258453,1
258456,258792,1
258457,1142,1
258457,258647,1
258457,258847,1
258458,259604,1
258460,259055,1
258461,258877,1
258462,258673,1
258463,258486,1
258464,1237,2
258464,258826,1
258465,258785,1
258465,259079,1
258466,258553,1
258466,258635,1
258467,258401,1
258468,1155,5
258468,1532,4
258468,258938,6
258469,1184,1
258470,258940,1
258473,256682,1
258473,258743,1
258473,259342,1
258474,1145,2
258475,256681,F1
258475,258554,1
258475,258972,1
258476,258434,1
258476,258554,1
258477,1488,1
258477,258772,1
258477,259271,1
258478,256687,1
258478,258738,1
258478,258817,1
258479,256693,F2
258479,258520,1
258479,258559,1
258479,258957,1
258480,259945,3
258481,258915,1
258482,1150,1
258482,258483,1
258482,258834,1
258483,259264,1
258485,258287,2
258486,256700,1
258486,258211,1
258487,258586,1
258487,259099,1
258489,258962,1
258489,259098,1
258491,1153,1
258491,258492,1
258492,258686,1
258492,259369,1
258493,1157,1
258493,1457,1
258494,1364,1
258495,1159,1
258495,259844,1
258496,259096,1
258496,259199,1
258498,257132,1
258498,258900,1
258498,259058,1
258499,258847,1
258501,1160,1
258501,256721,F1
258502,256879,1
258502,258905,1
258502,259303,1
258503,256762,1
258503,258561,1
258503,258746,2
258504,258571,1
258505,1162,1
258505,1173,1
258506,1283,1
258506,256790,1
258507,1338,1
258507,1451,1
258508,1501,1
258508,256791,1
258508,259080,1
258509,1272,1
258509,256792,1
258509,258622,1
258511,1272,1
258513,258763,Z1
258513,262047,1
258515,1259,1
258515,259052,1
258516,258519,1
258520,258204,1
258522,258523,1
258523,1229,1
258523,259734,2
258523,259739,1
258523,262040,F3
258524,258558,1
258524,259105,1
258527,258369,1
258528,1243,Z1
258528,258278,1
258528,258530,1
258529,1165,2
258529,258663,1
258530,1168,2
258530,258722,1
258530,258781,1
258530,258933,1
258530,259155,1
258531,258628,1
258532,1460,1
258532,258773,1
258532,259939,1
258533,1460,1
258533,259156,1
258534,257176,F1
258539,1188,1
258539,1303,1
258539,256848,1
258540,256886,1
258540,258641,1
258540,259456,1
258543,258611,1
258543,259731,2
258545,256815,1
258545,258814,1
258545,259320,1
258547,1443,1
258547,258732,1
258547,259049,2
258548,1184,2
258548,1317,1
258548,256478,1
258548,258202,1
258552,1523,1
258552,258600,1
258553,258403,1
258554,1181,2
258556,259741,1
258556,259908,1
258559,1482,1
258561,258848,1
258562,1516,1
258562,258563,Z1
258562,258800,1
258564,1386,1
258568,1524,2
258568,258569,1
258568,258591,1
258570,1364,1
258570,258571,1
258570,259931,1
258572,256857,1
258572,258950,1
258572,259102,1
258573,1192,1
258575,1436,1
258575,258576,1
258576,258874,1
258577,258576,1
258577,258628,1
258577,258966,1
258578,258966,1
258578,259440,1
258578,262506,1
258579,259903,1
258580,1275,1
258580,1486,1
258580,256850,F1
258580,259083,1
258581,1474,1
258581,258903,1
258582,1243,1
258582,1373,1
258584,258996,1
258585,1189,1
258585,1214,1
258585,259942,2
258586,1195,1
258586,1281,1
258586,259077,1
258587,1196,1
258587,258898,1
258587,259423,1
258589,259720,1
258590,258591,1
258590,262503,1
258592,258757,1
258592,259208,1
258593,1539,2
258593,258880,1
258594,256996,1
258594,259074,1
258595,1217,1
258595,256804,1
258596,1423,2
258597,1198,1
258597,1264,1
258597,258759,1
258598,258897,1
258598,259943,1
258599,258687,1
258600,1210,1
258601,258974,1
258601,259017,1
258602,258699,1
258604,258835,1
258605,259014,1
258605,259366,1
258607,258609,1
258608,258609,1
258608,258786,1
258611,258610,1
258611,259434,1
258612,258650,1
258612,259159,1
258612,259808,1
258615,1219,1
258615,258937,1
258616,1221,2
258616,256918,F1
258616,258711,1
258616,258960,1
258616,258960,2
258616,258964,1
258619,1222,1
258619,256923,F1
258621,256874,F5
258621,256875,F6
258621,259002,1
258622,259029,1
258624,259891,1
258625,256891,F1
258625,258626,1
258626,257071,1
258626,258669,1
258627,258662,1
258627,258681,1
258627,260009,1
258628,1205,1
258628,258627,1
258628,258663,1
258628,260110,1
258629,1242,1
258629,1411,2
258629,258630,1
258633,1209,2
258633,1210,2
258633,259847,Z1
258634,1396,1
258635,1323,2
258635,1481,1
258635,259923,1
258636,1215,1
258636,258683,1
258636,259014,1
258636,262039,2
258638,258749,2
258638,258759,1
258639,258609,1
258642,1396,1
258643,259039,1
258643,259956,1
258644,259094,1
258645,259921,1
258647,256926,F1
258647,258458,1
258647,259867,1
258649,258788,1
258649,260019,1
258651,258873,1
258652,1372,1
258653,258669,1
258654,258990,1
258654,259865,2
258656,258708,1
258656,258813,1
258658,259033,1
258658,259557,1
258658,259739,Z1
258661,260027,1
258664,258665,1
258665,258820,1
258666,1230,1
258666,1463,1
258666,258999,1
258668,1233,2
258669,258811,1
258670,1301,1
258670,1388,1
258670,258967,2
258671,258675,1
258671,259077,1
258675,256955,1
258675,258721,1
258676,1454,1
258677,256956,1
258678,1314,1
258678,259041,1
258679,258826,2
258680,256957,1
258680,258627,1
258681,1436,1
258685,256961,1
258685,258594,1
258686,259180,1
258687,1514,1
258688,259111,2
258688,259112,1
258689,1277,1
258689,256963,1
258689,258926,1
258690,1484,1
258692,256967,1
258694,258635,1
258694,259021,1
258698,259147,Z1
258699,258700,Z1
258702,1241,1
258702,1267,1
258702,258896,2
258703,1517,1
258703,262502,1
258704,1245,1
258706,1242,1
258706,259743,1
258707,1372,1
258707,259084,1
258709,258376,1
258710,257026,1
258710,259169,1
258711,256964,1
258713,1246,1
258713,258728,1
258715,258981,1
258717,1250,1
258717,258815,1
258717,259772,1
258721,1417,1
258721,256986,F1
258723,258915,1
258724,258909,1
258726,258727,1
258727,1281,1
258728,1254,1
258728,259064,1
258729,259030,1
258730,258755,1
258730,258844,1
258731,258890,1
258732,256977,1
258732,258964,1
258733,1259,1
258735,1346,1
258735,1385,1
258736,1261,1
258738,258920,1
258740,1263,1
258741,1263,2
258745,1514,1
258745,258187,1
258745,259035,1
258746,1257,1
258746,258204,1
258747,1266,1
258747,1350,2
258747,1461,1
258747,258989,1
258749,1268,1
258749,1451,2
258750,256985,1
258750,258971,1
258750,259177,1
258751,258511,1
258752,258511,1
258753,1269,2
258753,258864,1
258755,259963,1
258756,258997,1
258758,1264,1
258758,258759,1
258760,1274,2
258760,1275,1
258760,258761,1
258761,258883,1
258761,259903,1
258762,1450,1
258763,1276,1
258763,1292,1
258763,259738,1
258764,1483,Z1
258768,259041,1
258769,256995,1
258769,259184,1
258770,259120,1
258771,259173,1
258772,259213,1
258774,259211,1
258774,259604,1
258775,1283,2
258775,259815,1
258776,1522,1
258776,257003,1
258777,259099,1
258778,258794,1
258780,259013,1
258781,258913,1
258782,1289,2
258782,258925,1
258782,259614,1
258784,1497,1
258784,259139,1
258786,1493,1
258787,1290,1
258787,1378,1
258787,258378,1
258791,1362,1
258791,258792,1
258792,259062,1
258793,1455,1
258793,1517,1
258794,259149,1
258795,258778,1
258797,259173,1
258798,1153,1
258798,258599,1
258798,259740,1
258800,258890,1
258802,259398,1
258807,258833,1
258807,259443,1
258809,1431,1
258809,257021,F1
258810,258971,1
258810,259107,1
258813,257024,1
258816,1355,1
258817,258816,1
258819,1357,1
258821,258909,1
258824,258823,Z1
258824,259910,1
258828,258865,1
258829,258828,1
258829,259088,1
258829,259200,2
258831,259151,1
258832,259133,1
258833,258995,1
258835,1361,1
258835,1427,2
258837,256674,1
258837,258846,1
258837,259017,1
258838,259174,1
258840,1309,1
258840,259112,1
258840,259747,1
258841,1308,2
258843,258844,1
258845,258846,Z1
258848,1315,1
258849,257037,1
258849,258462,1
258853,1445,1
258853,258941,1
258854,257036,1
258854,259153,1
258854,259190,1
258855,1318,1
258855,258856,1
258857,1320,1
258857,1456,1
258857,258709,2
258858,259062,1
258859,258490,1
258859,258624,1
258860,258240,1
258860,259976,1
258861,258466,1
258862,259021,1
258863,259154,1
258864,258846,1
258865,258940,1
258866,258867,1
258866,259836,1
258868,1069,1
258868,258348,1
258868,258889,1
258869,257051,1
258869,259210,1
258870,259432,1
258871,1325,1
258871,256670,1
258871,259614,1
258873,257063,1
258874,257054,1
258878,259003,1
258879,1334,1
258883,259413,1
258884,258673,1
258884,258713,1
258885,258863,2
258887,259197,1
258891,259028,1
258891,260010,1
258892,1410,1
258892,258923,1
258893,259260,1
258894,1338,3
258894,1339,1
258895,1340,1
258895,258507,1
258896,1372,1
258898,257068,1
258899,1219,1
258900,258901,2
258900,259853,1
258903,258902,1
258904,258410,1
258904,258421,1
258904,259965,1
258905,258683,1
258906,1346,1
258906,258907,1
258910,1347,2
258910,1348,1
258912,258913,1
258912,262507,1
258912,262508,2
258914,259888,1
258916,1354,1
258917,258918,1
258917,258919,Z1
258918,259965,1
258920,1355,2
258920,1356,1
258920,1357,3
258920,259131,1
258921,1360,1
258926,258766,2
258929,1263,1
258929,259866,1
258930,1013,1
258930,1361,1
258930,259275,1
258932,1362,1
258932,259394,1
258933,258949,1
258934,1363,1
258934,258941,2
258934,259107,1
